Comunidad (Original);Comunidad Limpio;Comunidad en Inglés;Año;Sector Id;Sector;Gasto en I+D (Miles €);PIB (Miles €);% PIB I+D;Sector Nombre
(ES70) Canarias;Canarias;Canary Islands;2015;(EMPRESAS_IPSFL);Private non-profit sector;36219;39636569;0.09;Empresas e Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2015;(EMPRESAS_IPSFL);Private non-profit sector;223641;57010602;0.39;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2015;(EMPRESAS_IPSFL);Private non-profit sector;71311;21388142;0.33;Empresas e Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2015;(EMPRESAS_IPSFL);Private non-profit sector;39287;12443843;0.32;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2015;(EMPRESAS_IPSFL);Private non-profit sector;938503;65073341;1.44;Empresas e Instituciones Privadas sin Fines de Lucro
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2015;(EMPRESAS_IPSFL);Private non-profit sector;204037;18334417;1.11;Empresas e Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2015;(EMPRESAS_IPSFL);Private non-profit sector;34227;8033065;0.43;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2015;(EMPRESAS_IPSFL);Private non-profit sector;159750;33265930;0.48;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2015;(EMPRESAS_IPSFL);Private non-profit sector;2003792;206231525;0.97;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2015;(EMPRESAS_IPSFL);Private non-profit sector;288382;53183396;0.54;Empresas e Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2015;(EMPRESAS_IPSFL);Private non-profit sector;102410;37998035;0.27;Empresas e Instituciones Privadas sin Fines de Lucro
(ES43) Extremadura;Extremadura;Extremadura;2015;(EMPRESAS_IPSFL);Private non-profit sector;20287;18494971;0.11;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2015;(EMPRESAS_IPSFL);Private non-profit sector;1786784;206434270;0.87;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2015;(EMPRESAS_IPSFL);Private non-profit sector;414320;101214206;0.41;Empresas e Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2015;(EMPRESAS_IPSFL);Private non-profit sector;13540;28653742;0.05;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2015;(EMPRESAS_IPSFL);Private non-profit sector;507170;146406094;0.35;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2015;(EMPRESAS_IPSFL);Private non-profit sector;103844;29168718;0.36;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2015;(EMPRESAS);Business enterprise sector;36034;39636569;0.09;Empresas
(ES11) Galicia;Galicia;Galicia;2015;(EMPRESAS);Business enterprise sector;223444;57010602;0.39;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2015;(EMPRESAS);Business enterprise sector;71149;21388142;0.33;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2015;(EMPRESAS);Business enterprise sector;36262;12443843;0.29;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2015;(EMPRESAS);Business enterprise sector;936832;65073341;1.44;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2015;(EMPRESAS);Business enterprise sector;203847;18334417;1.11;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2015;(EMPRESAS);Business enterprise sector;34155;8033065;0.43;Empresas
(ES24) Aragón;Aragón;Aragon;2015;(EMPRESAS);Business enterprise sector;159594;33265930;0.48;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2015;(EMPRESAS);Business enterprise sector;1998996;206231525;0.97;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2015;(EMPRESAS);Business enterprise sector;288050;53183396;0.54;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2015;(EMPRESAS);Business enterprise sector;102259;37998035;0.27;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2015;(EMPRESAS);Business enterprise sector;20187;18494971;0.11;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2015;(EMPRESAS);Business enterprise sector;1772857;206434270;0.86;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2015;(EMPRESAS);Business enterprise sector;413871;101214206;0.41;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2015;(EMPRESAS);Business enterprise sector;13327;28653742;0.05;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2015;(EMPRESAS);Business enterprise sector;505671;146406094;0.35;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2015;(EMPRESAS);Business enterprise sector;103477;29168718;0.35;Empresas
(ES70) Canarias;Canarias;Canary Islands;2016;(ADMINISTRACION_PUBLICA);Government sector;60175;40979670;0.15;Administración Pública
(ES11) Galicia;Galicia;Galicia;2016;(ADMINISTRACION_PUBLICA);Government sector;82024;58564023;0.14;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2016;(ADMINISTRACION_PUBLICA);Government sector;28985;21675441;0.13;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2016;(ADMINISTRACION_PUBLICA);Government sector;23260;12833899;0.18;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2016;(ADMINISTRACION_PUBLICA);Government sector;95747;67114993;0.14;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2016;(ADMINISTRACION_PUBLICA);Government sector;27075;18911331;0.14;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2016;(ADMINISTRACION_PUBLICA);Government sector;15682;8074094;0.19;Administración Pública
(ES24) Aragón;Aragón;Aragon;2016;(ADMINISTRACION_PUBLICA);Government sector;79430;34542128;0.23;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2016;(ADMINISTRACION_PUBLICA);Government sector;865147;214469101;0.4;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2016;(ADMINISTRACION_PUBLICA);Government sector;49900;54630532;0.09;Administración Pública
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2016;(ADMINISTRACION_PUBLICA);Government sector;26837;39136242;0.07;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2016;(ADMINISTRACION_PUBLICA);Government sector;24515;19069471;0.13;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2016;(ADMINISTRACION_PUBLICA);Government sector;599304;214502547;0.28;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2016;(ADMINISTRACION_PUBLICA);Government sector;131392;104205396;0.13;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2016;(ADMINISTRACION_PUBLICA);Government sector;32198;30233284;0.11;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2016;(ADMINISTRACION_PUBLICA);Government sector;276331;149901897;0.18;Administración Pública
(ES62) Región de Murcia;Región de Murcia;Murcia;2016;(ADMINISTRACION_PUBLICA);Government sector;34774;30009138;0.12;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2016;(ENSENIANZA_SUPERIOR);Higher education sector;105084;40979670;0.26;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2016;(ENSENIANZA_SUPERIOR);Higher education sector;181137;58564023;0.31;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2016;(ENSENIANZA_SUPERIOR);Higher education sector;57803;21675441;0.27;Enseñanza Superior
(ES13) Cantabria;Cantabria;Cantabria;2016;(ENSENIANZA_SUPERIOR);Higher education sector;44008;12833899;0.34;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2016;(ENSENIANZA_SUPERIOR);Higher education sector;227260;67114993;0.34;Enseñanza Superior
(ES23) La Rioja;La Rioja;La Rioja;2016;(ENSENIANZA_SUPERIOR);Higher education sector;19394;8074094;0.24;Enseñanza Superior
(ES24) Aragón;Aragón;Aragon;2016;(ENSENIANZA_SUPERIOR);Higher education sector;70158;34542128;0.2;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2016;(ENSENIANZA_SUPERIOR);Higher education sector;641532;214469101;0.3;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2016;(ENSENIANZA_SUPERIOR);Higher education sector;193177;54630532;0.35;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2016;(ENSENIANZA_SUPERIOR);Higher education sector;709041;214502547;0.33;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2016;(ENSENIANZA_SUPERIOR);Higher education sector;471984;104205396;0.45;Enseñanza Superior
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2016;(ENSENIANZA_SUPERIOR);Higher education sector;43263;30233284;0.14;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2016;(ENSENIANZA_SUPERIOR);Higher education sector;579023;149901897;0.39;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2016;(ENSENIANZA_SUPERIOR);Higher education sector;111656;30009138;0.37;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2016;(_T);All Sectors;198586;40979670;0.48;Total
(ES11) Galicia;Galicia;Galicia;2016;(_T);All Sectors;503888;58564023;0.86;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2016;(_T);All Sectors;161352;21675441;0.74;Total
(ES13) Cantabria;Cantabria;Cantabria;2016;(_T);All Sectors;105921;12833899;0.83;Total
(ES21) País Vasco;País Vasco;Basque Country;2016;(_T);All Sectors;1302828;67114993;1.94;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2016;(_T);All Sectors;308606;18911331;1.63;Total
(ES23) La Rioja;La Rioja;La Rioja;2016;(_T);All Sectors;67336;8074094;0.83;Total
(ES24) Aragón;Aragón;Aragon;2016;(_T);All Sectors;310138;34542128;0.9;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2016;(_T);All Sectors;3504858;214469101;1.63;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2016;(_T);All Sectors;606603;54630532;1.11;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2016;(_T);All Sectors;216222;39136242;0.55;Total
(ES43) Extremadura;Extremadura;Extremadura;2016;(_T);All Sectors;106042;19069471;0.56;Total
(ES51) Cataluña;Cataluña;Catalonia;2016;(_T);All Sectors;3103405;214502547;1.45;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2016;(_T);All Sectors;1038033;104205396;1.0;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2016;(_T);All Sectors;94568;30233284;0.31;Total
(ES61) Andalucía;Andalucía;Andalusia;2016;(_T);All Sectors;1359795;149901897;0.91;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2016;(_T);All Sectors;269137;30009138;0.9;Total
(ES70) Canarias;Canarias;Canary Islands;2016;(IPSFL);Private non-profit sector;180;40979670;0.0;Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2016;(IPSFL);Private non-profit sector;1642;58564023;0.0;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2016;(IPSFL);Private non-profit sector;117;21675441;0.0;Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2016;(IPSFL);Private non-profit sector;3020;12833899;0.02;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2016;(IPSFL);Private non-profit sector;1319;67114993;0.0;Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2016;(IPSFL);Private non-profit sector;35;8074094;0.0;Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2016;(IPSFL);Private non-profit sector;85;34542128;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2016;(IPSFL);Private non-profit sector;5474;214469101;0.0;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2016;(IPSFL);Private non-profit sector;309;54630532;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2016;(IPSFL);Private non-profit sector;16105;214502547;0.01;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2016;(IPSFL);Private non-profit sector;445;104205396;0.0;Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2016;(IPSFL);Private non-profit sector;290;30233284;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2016;(IPSFL);Private non-profit sector;2685;149901897;0.0;Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2016;(IPSFL);Private non-profit sector;139;30009138;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2016;(EMPRESAS_IPSFL);Private non-profit sector;33327;40979670;0.08;Empresas e Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2016;(EMPRESAS_IPSFL);Private non-profit sector;240728;58564023;0.41;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2016;(EMPRESAS_IPSFL);Private non-profit sector;74563;21675441;0.34;Empresas e Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2016;(EMPRESAS_IPSFL);Private non-profit sector;38653;12833899;0.3;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2016;(EMPRESAS_IPSFL);Private non-profit sector;979822;67114993;1.46;Empresas e Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2016;(EMPRESAS_IPSFL);Private non-profit sector;32259;8074094;0.4;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2016;(EMPRESAS_IPSFL);Private non-profit sector;160551;34542128;0.46;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2016;(EMPRESAS_IPSFL);Private non-profit sector;1998179;214469101;0.93;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2016;(EMPRESAS_IPSFL);Private non-profit sector;363527;54630532;0.67;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2016;(EMPRESAS_IPSFL);Private non-profit sector;1795060;214502547;0.84;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2016;(EMPRESAS_IPSFL);Private non-profit sector;434657;104205396;0.42;Empresas e Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2016;(EMPRESAS_IPSFL);Private non-profit sector;19107;30233284;0.06;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2016;(EMPRESAS_IPSFL);Private non-profit sector;504442;149901897;0.34;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2016;(EMPRESAS_IPSFL);Private non-profit sector;122707;30009138;0.41;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2016;(EMPRESAS);Business enterprise sector;33147;40979670;0.08;Empresas
(ES11) Galicia;Galicia;Galicia;2016;(EMPRESAS);Business enterprise sector;239086;58564023;0.41;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2016;(EMPRESAS);Business enterprise sector;74446;21675441;0.34;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2016;(EMPRESAS);Business enterprise sector;35633;12833899;0.28;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2016;(EMPRESAS);Business enterprise sector;978503;67114993;1.46;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2016;(EMPRESAS);Business enterprise sector;211019;18911331;1.12;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2016;(EMPRESAS);Business enterprise sector;32224;8074094;0.4;Empresas
(ES24) Aragón;Aragón;Aragon;2016;(EMPRESAS);Business enterprise sector;160466;34542128;0.46;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2016;(EMPRESAS);Business enterprise sector;1992705;214469101;0.93;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2016;(EMPRESAS);Business enterprise sector;363218;54630532;0.66;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2016;(EMPRESAS);Business enterprise sector;128881;39136242;0.33;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2016;(EMPRESAS);Business enterprise sector;20335;19069471;0.11;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2016;(EMPRESAS);Business enterprise sector;1778955;214502547;0.83;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2016;(EMPRESAS);Business enterprise sector;434212;104205396;0.42;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2016;(EMPRESAS);Business enterprise sector;18817;30233284;0.06;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2016;(EMPRESAS);Business enterprise sector;501757;149901897;0.33;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2016;(EMPRESAS);Business enterprise sector;122568;30009138;0.41;Empresas
(ES70) Canarias;Canarias;Canary Islands;2017;(ADMINISTRACION_PUBLICA);Government sector;75316;43035839;0.18;Administración Pública
(ES11) Galicia;Galicia;Galicia;2017;(ADMINISTRACION_PUBLICA);Government sector;85383;60630852;0.14;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2017;(ADMINISTRACION_PUBLICA);Government sector;25776;22538267;0.11;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2017;(ADMINISTRACION_PUBLICA);Government sector;21140;13318023;0.16;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2017;(ADMINISTRACION_PUBLICA);Government sector;98592;69585295;0.14;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2017;(ADMINISTRACION_PUBLICA);Government sector;29747;19698794;0.15;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2017;(ADMINISTRACION_PUBLICA);Government sector;15929;8351707;0.19;Administración Pública
(ES24) Aragón;Aragón;Aragon;2017;(ADMINISTRACION_PUBLICA);Government sector;65902;35983544;0.18;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2017;(ADMINISTRACION_PUBLICA);Government sector;886319;224373156;0.4;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2017;(ADMINISTRACION_PUBLICA);Government sector;47890;55879293;0.09;Administración Pública
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2017;(ADMINISTRACION_PUBLICA);Government sector;28010;40768959;0.07;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2017;(ADMINISTRACION_PUBLICA);Government sector;24471;20169546;0.12;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2017;(ADMINISTRACION_PUBLICA);Government sector;619818;223139777;0.28;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2017;(ADMINISTRACION_PUBLICA);Government sector;126286;108666712;0.12;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2017;(ADMINISTRACION_PUBLICA);Government sector;35275;31746251;0.11;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2017;(ADMINISTRACION_PUBLICA);Government sector;274307;156789484;0.17;Administración Pública
(ES62) Región de Murcia;Región de Murcia;Murcia;2017;(ADMINISTRACION_PUBLICA);Government sector;34863;31192490;0.11;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2017;(ENSENIANZA_SUPERIOR);Higher education sector;110963;43035839;0.26;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2017;(ENSENIANZA_SUPERIOR);Higher education sector;196123;60630852;0.32;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2017;(ENSENIANZA_SUPERIOR);Higher education sector;58207;22538267;0.26;Enseñanza Superior
(ES13) Cantabria;Cantabria;Cantabria;2017;(ENSENIANZA_SUPERIOR);Higher education sector;46143;13318023;0.35;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2017;(ENSENIANZA_SUPERIOR);Higher education sector;237088;69585295;0.34;Enseñanza Superior
(ES23) La Rioja;La Rioja;La Rioja;2017;(ENSENIANZA_SUPERIOR);Higher education sector;19852;8351707;0.24;Enseñanza Superior
(ES24) Aragón;Aragón;Aragon;2017;(ENSENIANZA_SUPERIOR);Higher education sector;71748;35983544;0.2;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2017;(ENSENIANZA_SUPERIOR);Higher education sector;675486;224373156;0.3;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2017;(ENSENIANZA_SUPERIOR);Higher education sector;196351;55879293;0.35;Enseñanza Superior
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2017;(ENSENIANZA_SUPERIOR);Higher education sector;68291;40768959;0.17;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2017;(ENSENIANZA_SUPERIOR);Higher education sector;723023;223139777;0.32;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2017;(ENSENIANZA_SUPERIOR);Higher education sector;481365;108666712;0.44;Enseñanza Superior
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2017;(ENSENIANZA_SUPERIOR);Higher education sector;48733;31746251;0.15;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2017;(ENSENIANZA_SUPERIOR);Higher education sector;616956;156789484;0.39;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2017;(_T);All Sectors;220468;43035839;0.51;Total
(ES11) Galicia;Galicia;Galicia;2017;(_T);All Sectors;571657;60630852;0.94;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2017;(_T);All Sectors;182514;22538267;0.81;Total
(ES13) Cantabria;Cantabria;Cantabria;2017;(_T);All Sectors;109009;13318023;0.82;Total
(ES21) País Vasco;País Vasco;Basque Country;2017;(_T);All Sectors;1351332;69585295;1.94;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2017;(_T);All Sectors;343065;19698794;1.74;Total
(ES23) La Rioja;La Rioja;La Rioja;2017;(_T);All Sectors;74319;8351707;0.89;Total
(ES24) Aragón;Aragón;Aragon;2017;(_T);All Sectors;312953;35983544;0.87;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2017;(_T);All Sectors;3694649;224373156;1.65;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2017;(_T);All Sectors;683254;55879293;1.22;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2017;(_T);All Sectors;228895;40768959;0.56;Total
(ES43) Extremadura;Extremadura;Extremadura;2017;(_T);All Sectors;114117;20169546;0.57;Total
(ES51) Cataluña;Cataluña;Catalonia;2017;(_T);All Sectors;3275799;223139777;1.47;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2017;(_T);All Sectors;1081870;108666712;1.0;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2017;(_T);All Sectors;113533;31746251;0.36;Total
(ES61) Andalucía;Andalucía;Andalusia;2017;(_T);All Sectors;1422969;156789484;0.91;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2017;(_T);All Sectors;280418;31192490;0.9;Total
(ES70) Canarias;Canarias;Canary Islands;2017;(IPSFL);Private non-profit sector;132;43035839;0.0;Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2017;(IPSFL);Private non-profit sector;2227;60630852;0.0;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2017;(IPSFL);Private non-profit sector;96;22538267;0.0;Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2017;(IPSFL);Private non-profit sector;2207;13318023;0.02;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2017;(IPSFL);Private non-profit sector;1334;69585295;0.0;Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2017;(IPSFL);Private non-profit sector;34;8351707;0.0;Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2017;(IPSFL);Private non-profit sector;81;35983544;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2017;(IPSFL);Private non-profit sector;6003;224373156;0.0;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2017;(IPSFL);Private non-profit sector;255;55879293;0.0;Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2017;(IPSFL);Private non-profit sector;225;40768959;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2017;(IPSFL);Private non-profit sector;14482;223139777;0.01;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2017;(IPSFL);Private non-profit sector;369;108666712;0.0;Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2017;(IPSFL);Private non-profit sector;246;31746251;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2017;(IPSFL);Private non-profit sector;2181;156789484;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2017;(EMPRESAS_IPSFL);Private non-profit sector;34189;43035839;0.08;Empresas e Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2017;(EMPRESAS_IPSFL);Private non-profit sector;290151;60630852;0.48;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2017;(EMPRESAS_IPSFL);Private non-profit sector;98531;22538267;0.44;Empresas e Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2017;(EMPRESAS_IPSFL);Private non-profit sector;41726;13318023;0.31;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2017;(EMPRESAS_IPSFL);Private non-profit sector;1015652;69585295;1.46;Empresas e Instituciones Privadas sin Fines de Lucro
