Country,País,Year,Sector,%GDP,ISO3,label_percent_gdp_id,"GDP Current prices, million euro",GDP Current Prices Flags,Approx_RD_Investment_million_euro
North Macedonia,Macedonia del Norte,2017,Business enterprise sector,0.09,MKD,,10038.3,,9.034469999999999
Serbia,Serbia,2017,Business enterprise sector,0.31,SRB,,40828.4,,126.56804
Türkiye,Turquía,2017,Business enterprise sector,0.59,TUR,,760497.1,,4486.93289
European Union - 27 countries (from 2020),Unión Europea (27 países),2018,Business enterprise sector,1.44,EUU,e,13628438.0,,196249.5072
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Business enterprise sector,1.46,EMU,e,11690853.7,,170686.46401999998
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Business enterprise sector,1.46,EMU,e,11743889.2,,171460.78232
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Business enterprise sector,1.46,EMU,e,11690853.7,,170686.46401999998
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Business enterprise sector,1.46,EMU,e,11743889.2,,171460.78232
Belgium,Bélgica,2018,Business enterprise sector,2.05,BEL,,459491.8,,9419.5819
Bulgaria,Bulgaria,2018,Business enterprise sector,0.54,BGR,,56131.3,,303.10902000000004
Czechia,Chequia,2018,Business enterprise sector,1.16,CZE,,213505.4,,2476.6626399999996
Denmark,Dinamarca,2018,Business enterprise sector,1.88,DNK,,301017.3,,5659.125239999999
Germany,Alemania,2018,Business enterprise sector,2.1,DEU,,3431130.0,,72053.73000000001
Estonia,Estonia,2018,Business enterprise sector,0.59,EST,,26438.5,,155.98714999999999
Ireland,Irlanda,2018,Business enterprise sector,0.83,IRL,e,334865.7,,2779.38531
Greece,Grecia,2018,Business enterprise sector,0.58,GRC,,180615.7,,1047.57106
Spain,España,2018,Business enterprise sector,0.7,ESP,,1212276.0,,8485.931999999999
France,Francia,2018,Business enterprise sector,1.44,FRA,,2355362.8,,33917.224319999994
Croatia,Croacia,2018,Business enterprise sector,0.45,HRV,,53035.5,,238.65975000000003
Italy,Italia,2018,Business enterprise sector,0.9,ITA,,1777744.4,,15999.699600000002
Cyprus,Chipre,2018,Business enterprise sector,0.25,CYP,,21807.8,,54.5195
Latvia,Letonia,2018,Business enterprise sector,0.16,LVA,,28153.4,,45.045440000000006
Lithuania,Lituania,2018,Business enterprise sector,0.39,LTU,,45947.4,,179.19486
Luxembourg,Luxemburgo,2018,Business enterprise sector,0.62,LUX,,60193.4,,373.19908
Hungary,Hungría,2018,Business enterprise sector,1.14,HUN,bd,136580.0,,1557.0119999999997
Malta,Malta,2018,Business enterprise sector,0.34,MLT,,13678.6,,46.50724
Netherlands,Países Bajos,2018,Business enterprise sector,1.4,NLD,,787273.0,,11021.821999999998
Austria,Austria,2018,Business enterprise sector,2.17,AUT,e,383234.3,,8316.18431
Poland,Polonia,2018,Business enterprise sector,0.79,POL,,503951.0,,3981.2129000000004
Portugal,Portugal,2018,Business enterprise sector,0.69,PRT,,204997.6,,1414.48344
Romania,Rumanía,2018,Business enterprise sector,0.29,ROU,,206201.2,,597.98348
Slovenia,Eslovenia,2018,Business enterprise sector,1.46,SVN,,45462.4,,663.75104
Slovakia,Eslovaquia,2018,Business enterprise sector,0.45,SVK,,90275.9,,406.24155
Finland,Finlandia,2018,Business enterprise sector,1.82,FIN,,231905.0,,4220.671
Sweden,Suecia,2018,Business enterprise sector,2.37,SWE,,467162.6,,11071.753620000001
Iceland,Islandia,2018,Business enterprise sector,1.29,ISL,,22238.3,,286.87407
Norway,Noruega,2018,Business enterprise sector,1.05,NOR,,372657.6,,3912.9048
United Kingdom,Reino Unido,2018,Business enterprise sector,1.17,GBR,,2420897.2,,28324.497239999997
Montenegro,Montenegro,2018,Business enterprise sector,0.19,MNE,,4663.1,,8.85989
North Macedonia,Macedonia del Norte,2018,Business enterprise sector,0.11,MKD,,10744.0,,11.8184
Serbia,Serbia,2018,Business enterprise sector,0.34,SRB,,44710.6,,152.01604
Türkiye,Turquía,2018,Business enterprise sector,0.67,TUR,,658963.4,,4415.05478
European Union - 27 countries (from 2020),Unión Europea (27 países),2019,Business enterprise sector,1.47,EUU,e,14122974.2,,207607.72074
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Business enterprise sector,1.49,EMU,,12082038.6,,180022.37514
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Business enterprise sector,1.49,EMU,,12137807.2,,180853.32728
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Business enterprise sector,1.49,EMU,,12082038.6,,180022.37514
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Business enterprise sector,1.49,EMU,,12137807.2,,180853.32728
Belgium,Bélgica,2019,Business enterprise sector,2.32,BEL,,479444.9,,11123.12168
Bulgaria,Bulgaria,2019,Business enterprise sector,0.56,BGR,,61308.2,,343.32592000000005
Czechia,Chequia,2019,Business enterprise sector,1.17,CZE,,229406.7,,2684.0583899999997
Denmark,Dinamarca,2019,Business enterprise sector,1.85,DNK,p,308546.2,,5708.104700000001
Germany,Alemania,2019,Business enterprise sector,2.15,DEU,,3534880.0,,75999.92
Estonia,Estonia,2019,Business enterprise sector,0.85,EST,,28472.1,,242.01285000000001
Ireland,Irlanda,2019,Business enterprise sector,0.9,IRL,,363674.9,,3273.0741000000007
Greece,Grecia,2019,Business enterprise sector,0.58,GRC,,185181.2,,1074.05096
Spain,España,2019,Business enterprise sector,0.7,ESP,,1253710.0,,8775.97
France,Francia,2019,Business enterprise sector,1.45,FRA,,2432206.8,,35266.99859999999
Croatia,Croacia,2019,Business enterprise sector,0.53,HRV,,55768.6,,295.57358
Italy,Italia,2019,Business enterprise sector,0.92,ITA,,1804066.8,,16597.41456
Cyprus,Chipre,2019,Business enterprise sector,0.3,CYP,,23400.9,,70.20270000000001
Latvia,Letonia,2019,Business enterprise sector,0.17,LVA,,29567.0,,50.26390000000001
Lithuania,Lituania,2019,Business enterprise sector,0.43,LTU,,49239.2,,211.72856
Luxembourg,Luxemburgo,2019,Business enterprise sector,0.64,LUX,,62415.0,,399.456
Hungary,Hungría,2019,Business enterprise sector,1.1,HUN,d,147373.2,,1621.1052000000002
Malta,Malta,2019,Business enterprise sector,0.34,MLT,,14594.2,,49.62028000000001
Netherlands,Países Bajos,2019,Business enterprise sector,1.43,NLD,,829767.0,,11865.6681
Austria,Austria,2019,Business enterprise sector,2.21,AUT,,395706.8,,8745.12028
Poland,Polonia,2019,Business enterprise sector,0.82,POL,,538423.5,,4415.0727
Portugal,Portugal,2019,Business enterprise sector,0.73,PRT,,214489.9,,1565.77627
Romania,Rumanía,2019,Business enterprise sector,0.27,ROU,,224767.4,,606.87198
Slovenia,Eslovenia,2019,Business enterprise sector,1.52,SVN,,48156.5,,731.9788
Slovakia,Eslovaquia,2019,Business enterprise sector,0.45,SVK,,94547.5,,425.46375000000006
Finland,Finlandia,2019,Business enterprise sector,1.85,FIN,,238518.0,,4412.5830000000005
Sweden,Suecia,2019,Business enterprise sector,2.44,SWE,,475341.9,,11598.34236
Iceland,Islandia,2019,Business enterprise sector,1.61,ISL,,22043.3,,354.89713
Norway,Noruega,2019,Business enterprise sector,1.13,NOR,,365130.5,,4125.97465
Switzerland,Suiza,2019,Business enterprise sector,2.16,CHE,,644443.2,,13919.97312
United Kingdom,Reino Unido,2019,Business enterprise sector,1.19,GBR,p,2526615.2,,30066.72088
Bosnia and Herzegovina,Bosnia y Herzegovina,2019,Business enterprise sector,0.07,BIH,,18296.5,,12.807550000000003
Montenegro,Montenegro,2019,Business enterprise sector,0.05,MNE,,4950.7,,2.47535
North Macedonia,Macedonia del Norte,2019,Business enterprise sector,0.1,MKD,,11262.0,,11.262
Serbia,Serbia,2019,Business enterprise sector,0.34,SRB,,48104.5,,163.55530000000002
Türkiye,Turquía,2019,Business enterprise sector,0.74,TUR,,679135.8,,5025.604920000001
European Union - 27 countries (from 2020),Unión Europea (27 países),2020,Business enterprise sector,1.5,EUU,e,13580268.8,,203704.032
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Business enterprise sector,1.51,EMU,e,11564467.6,,174623.46076
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Business enterprise sector,1.51,EMU,e,11615188.5,,175389.34635
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Business enterprise sector,1.52,EMU,e,11564467.6,,175779.90752
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Business enterprise sector,1.52,EMU,e,11615188.5,,176550.8652
Belgium,Bélgica,2020,Business enterprise sector,2.49,BEL,,463750.9,,11547.397410000001
Bulgaria,Bulgaria,2020,Business enterprise sector,0.57,BGR,,61912.5,,352.90124999999995
Czechia,Chequia,2020,Business enterprise sector,1.19,CZE,,220310.6,,2621.69614
Denmark,Dinamarca,2020,Business enterprise sector,1.83,DNK,,312118.3,,5711.7648899999995
Germany,Alemania,2020,Business enterprise sector,2.06,DEU,,3449620.0,,71062.172
Estonia,Estonia,2020,Business enterprise sector,0.95,EST,,27859.3,,264.66335
Ireland,Irlanda,2020,Business enterprise sector,0.89,IRL,e,382207.1,,3401.64319
Greece,Grecia,2020,Business enterprise sector,0.69,GRC,,167539.5,,1156.02255
Spain,España,2020,Business enterprise sector,0.78,ESP,,1129214.0,,8807.869200000001
France,Francia,2020,Business enterprise sector,1.49,FRA,,2318276.2,,34542.31538
Croatia,Croacia,2020,Business enterprise sector,0.59,HRV,,50720.9,,299.25331
Italy,Italia,2020,Business enterprise sector,0.93,ITA,,1670011.9,,15531.11067
Cyprus,Chipre,2020,Business enterprise sector,0.37,CYP,,22373.6,,82.78232
Latvia,Letonia,2020,Business enterprise sector,0.26,LVA,,29224.3,,75.98317999999999
Lithuania,Lituania,2020,Business enterprise sector,0.53,LTU,,50264.6,,266.40238
Luxembourg,Luxemburgo,2020,Business enterprise sector,0.55,LUX,,64499.2,,354.7456
Hungary,Hungría,2020,Business enterprise sector,1.21,HUN,d,138954.5,,1681.34945
Malta,Malta,2020,Business enterprise sector,0.38,MLT,,14367.0,,54.5946
Netherlands,Países Bajos,2020,Business enterprise sector,1.51,NLD,,816463.0,,12328.5913
Austria,Austria,2020,Business enterprise sector,2.23,AUT,e,380317.9,,8481.089170000001
Poland,Polonia,2020,Business enterprise sector,0.86,POL,,531827.4,,4573.71564
Portugal,Portugal,2020,Business enterprise sector,0.92,PRT,,201032.7,,1849.5008400000002
Romania,Rumanía,2020,Business enterprise sector,0.27,ROU,,221075.5,,596.90385
Slovenia,Eslovenia,2020,Business enterprise sector,1.58,SVN,,46738.7,,738.47146
Slovakia,Eslovaquia,2020,Business enterprise sector,0.48,SVK,,94320.6,,452.73888
Finland,Finlandia,2020,Business enterprise sector,1.96,FIN,,236387.0,,4633.1852
Sweden,Suecia,2020,Business enterprise sector,2.53,SWE,,478881.6,,12115.704479999999
Iceland,Islandia,2020,Business enterprise sector,1.69,ISL,,18948.0,,320.22119999999995
Norway,Noruega,2020,Business enterprise sector,1.22,NOR,,322823.8,,3938.4503599999994
Bosnia and Herzegovina,Bosnia y Herzegovina,2020,Business enterprise sector,0.08,BIH,,17755.9,,14.204720000000002
North Macedonia,Macedonia del Norte,2020,Business enterprise sector,0.1,MKD,,10851.7,,10.851700000000001
Serbia,Serbia,2020,Business enterprise sector,0.34,SRB,,49024.2,,166.68228
Türkiye,Turquía,2020,Business enterprise sector,0.76,TUR,,626785.3,,4763.56828
European Union - 27 countries (from 2020),Unión Europea (27 países),2021,Business enterprise sector,1.48,EUU,e,14795071.3,,218967.05524000002
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Business enterprise sector,1.49,EMU,,12555219.7,,187072.77352999998
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Business enterprise sector,1.49,EMU,,12613613.8,,187942.84562
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Business enterprise sector,1.49,EMU,,12555219.7,,187072.77352999998
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Business enterprise sector,1.49,EMU,,12613613.8,,187942.84562
Belgium,Bélgica,2021,Business enterprise sector,2.54,BEL,,506047.2,,12853.59888
Bulgaria,Bulgaria,2021,Business enterprise sector,0.51,BGR,,71378.4,,364.02984
Czechia,Chequia,2021,Business enterprise sector,1.21,CZE,,246012.3,,2976.74883
Denmark,Dinamarca,2021,Business enterprise sector,1.7,DNK,p,345236.0,,5869.012000000001
Germany,Alemania,2021,Business enterprise sector,2.06,DEU,,3676460.0,p,75735.076
Estonia,Estonia,2021,Business enterprise sector,0.98,EST,,31456.2,,308.27076
Ireland,Irlanda,2021,Business enterprise sector,0.86,IRL,,449216.5,,3863.2619
Greece,Grecia,2021,Business enterprise sector,0.67,GRC,,184574.6,,1236.64982
Spain,España,2021,Business enterprise sector,0.78,ESP,,1235474.0,,9636.6972
France,Francia,2021,Business enterprise sector,1.45,FRA,,2508102.3,,36367.483349999995
Croatia,Croacia,2021,Business enterprise sector,0.58,HRV,,58394.1,,338.68577999999997
Italy,Italia,2021,Business enterprise sector,0.85,ITA,,1842507.4,,15661.3129
Cyprus,Chipre,2021,Business enterprise sector,0.33,CYP,,25679.9,,84.74367000000001
Latvia,Letonia,2021,Business enterprise sector,0.29,LVA,,32283.8,,93.62302
Lithuania,Lituania,2021,Business enterprise sector,0.54,LTU,,56679.7,,306.07038
Luxembourg,Luxemburgo,2021,Business enterprise sector,0.53,LUX,,73039.5,,387.10935
Hungary,Hungría,2021,Business enterprise sector,1.23,HUN,d,154971.7,,1906.1519100000003
Malta,Malta,2021,Business enterprise sector,0.39,MLT,,16676.2,,65.03718
Netherlands,Países Bajos,2021,Business enterprise sector,1.46,NLD,,891550.0,,13016.630000000001
Austria,Austria,2021,Business enterprise sector,2.24,AUT,,406232.1,,9099.599040000001
Poland,Polonia,2021,Business enterprise sector,0.89,POL,,583001.4,,5188.71246
Portugal,Portugal,2021,Business enterprise sector,0.99,PRT,,216493.7,,2143.28763
Romania,Rumanía,2021,Business enterprise sector,0.28,ROU,,242260.4,,678.3291200000001
Slovenia,Eslovenia,2021,Business enterprise sector,1.57,SVN,,52022.6,,816.7548200000001
Slovakia,Eslovaquia,2021,Business enterprise sector,0.5,SVK,,101933.5,,509.6675
Finland,Finlandia,2021,Business enterprise sector,2.07,FIN,,248764.0,,5149.4148
Sweden,Suecia,2021,Business enterprise sector,2.47,SWE,,538597.2,,13303.350840000001
Iceland,Islandia,2021,Business enterprise sector,1.99,ISL,,21795.2,,433.72448
Norway,Noruega,2021,Business enterprise sector,1.02,NOR,,425445.6,,4339.54512
Switzerland,Suiza,2021,Business enterprise sector,2.25,CHE,,689174.9,,15506.43525
Bosnia and Herzegovina,Bosnia y Herzegovina,2021,Business enterprise sector,0.07,BIH,,20014.7,,14.010290000000003
Serbia,Serbia,2021,Business enterprise sector,0.43,SRB,,55931.3,,240.50459
Türkiye,Turquía,2021,Business enterprise sector,0.86,TUR,,690246.0,,5936.1156
European Union - 27 countries (from 2020),Unión Europea (27 países),2022,Business enterprise sector,1.47,EUU,e,16144069.2,,237317.81723999997
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Business enterprise sector,1.48,EMU,e,13656779.8,,202120.34104000003
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Business enterprise sector,1.48,EMU,e,13724391.3,,203120.99124000003
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Business enterprise sector,1.49,EMU,e,13656779.8,,203486.01902
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Business enterprise sector,1.49,EMU,e,13724391.3,,204493.43037000002
Belgium,Bélgica,2022,Business enterprise sector,2.43,BEL,e,563710.5,,13698.16515
Bulgaria,Bulgaria,2022,Business enterprise sector,0.51,BGR,,86082.4,,439.02024
Czechia,Chequia,2022,Business enterprise sector,1.21,CZE,,286976.8,,3472.4192799999996
Denmark,Dinamarca,2022,Business enterprise sector,1.76,DNK,,382309.3,,6728.64368
Germany,Alemania,2022,Business enterprise sector,2.07,DEU,,3953850.0,p,81844.69499999999
Estonia,Estonia,2022,Business enterprise sector,0.99,EST,,36442.8,,360.78372
Greece,Grecia,2022,Business enterprise sector,0.72,GRC,,207854.2,p,1496.55024
Spain,España,2022,Business enterprise sector,0.79,ESP,,1373629.0,p,10851.669100000001
France,Francia,2022,Business enterprise sector,1.47,FRA,,2655435.0,p,39034.8945
Croatia,Croacia,2022,Business enterprise sector,0.77,HRV,,67611.5,,520.60855
Italy,Italia,2022,Business enterprise sector,0.81,ITA,,1998072.6,,16184.388060000003
Cyprus,Chipre,2022,Business enterprise sector,0.29,CYP,,29377.2,,85.19388
Latvia,Letonia,2022,Business enterprise sector,0.29,LVA,,36099.7,,104.68912999999998
Lithuania,Lituania,2022,Business enterprise sector,0.53,LTU,,67455.5,,357.51415000000003
Luxembourg,Luxemburgo,2022,Business enterprise sector,0.51,LUX,,76731.2,,391.32912
Hungary,Hungría,2022,Business enterprise sector,1.0,HUN,,169054.8,,1690.548
Malta,Malta,2022,Business enterprise sector,0.36,MLT,,18270.0,,65.77199999999999
Netherlands,Países Bajos,2022,Business enterprise sector,1.49,NLD,b,993820.0,,14807.918
Austria,Austria,2022,Business enterprise sector,2.19,AUT,e,448007.4,,9811.36206
Poland,Polonia,2022,Business enterprise sector,0.95,POL,,661712.3,,6286.26685
Portugal,Portugal,2022,Business enterprise sector,1.05,PRT,,243957.1,,2561.54955
Romania,Rumanía,2022,Business enterprise sector,0.29,ROU,,281761.4,,817.10806
Slovenia,Eslovenia,2022,Business enterprise sector,1.48,SVN,,56908.8,,842.2502400000001
Slovakia,Eslovaquia,2022,Business enterprise sector,0.56,SVK,,110046.4,,616.25984
Finland,Finlandia,2022,Business enterprise sector,2.03,FIN,,266135.0,,5402.5405
Sweden,Suecia,2022,Business enterprise sector,2.56,SWE,,551781.0,,14125.5936
Iceland,Islandia,2022,Business enterprise sector,1.88,ISL,,27292.3,,513.0952399999999
Norway,Noruega,2022,Business enterprise sector,0.86,NOR,,567468.3,,4880.22738
North Macedonia,Macedonia del Norte,2022,Business enterprise sector,0.1,MKD,,13243.2,,13.243200000000002
Serbia,Serbia,2022,Business enterprise sector,0.4,SRB,,63501.1,p,254.0044
Türkiye,Turquía,2022,Business enterprise sector,0.81,TUR,,862309.6,,6984.707760000001
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,Business enterprise sector,1.47,EUU,e,17203657.2,,252893.76083999997
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Business enterprise sector,1.49,EMU,e,14521697.3,,216373.28977
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Business enterprise sector,1.49,EMU,e,14599745.8,,217536.21242000003
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Business enterprise sector,1.49,EMU,e,14521697.3,,216373.28977
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Business enterprise sector,1.49,EMU,e,14599745.8,,217536.21242000003
Belgium,Bélgica,2023,Business enterprise sector,2.46,BEL,p,596202.7,p,14666.58642
Bulgaria,Bulgaria,2023,Business enterprise sector,0.51,BGR,p,94709.3,,483.01743000000005
Czechia,Chequia,2023,Business enterprise sector,1.19,CZE,p,317385.8,,3776.8910199999996
Denmark,Dinamarca,2023,Business enterprise sector,1.83,DNK,p,376430.0,,6888.669
Germany,Alemania,2023,Business enterprise sector,2.12,DEU,p,4185550.0,p,88733.66
Estonia,Estonia,2023,Business enterprise sector,1.06,EST,,38187.8,,404.79068
Greece,Grecia,2023,Business enterprise sector,0.74,GRC,p,225196.9,p,1666.45706
Spain,España,2023,Business enterprise sector,0.84,ESP,p,1498324.0,p,12585.9216
France,Francia,2023,Business enterprise sector,1.44,FRA,p,2822454.6,p,40643.34624
Croatia,Croacia,2023,Business enterprise sector,0.76,HRV,p,78060.4,p,593.2590399999999
Italy,Italia,2023,Business enterprise sector,0.76,ITA,p,2131390.0,,16198.564
Cyprus,Chipre,2023,Business enterprise sector,0.28,CYP,p,31340.0,,87.75200000000001
Latvia,Letonia,2023,Business enterprise sector,0.3,LVA,,39372.4,,118.11720000000001
Lithuania,Lituania,2023,Business enterprise sector,0.44,LTU,p,73792.8,,324.68832000000003
Luxembourg,Luxemburgo,2023,Business enterprise sector,0.48,LUX,p,80991.9,,388.76111999999995
Hungary,Hungría,2023,Business enterprise sector,1.01,HUN,,197902.0,,1998.8102
Malta,Malta,2023,Business enterprise sector,0.34,MLT,,20541.4,,69.84076
Netherlands,Países Bajos,2023,Business enterprise sector,1.44,NLD,e,1067599.0,,15373.4256
Austria,Austria,2023,Business enterprise sector,2.27,AUT,p,473226.7,,10742.24609
Poland,Polonia,2023,Business enterprise sector,1.01,POL,p,751931.7,,7594.51017
Portugal,Portugal,2023,Business enterprise sector,1.06,PRT,p,267923.2,e,2839.98592
Romania,Rumanía,2023,Business enterprise sector,0.32,ROU,p,324368.6,p,1037.9795199999999
Slovenia,Eslovenia,2023,Business enterprise sector,1.47,SVN,p,63951.2,,940.08264
Slovakia,Eslovaquia,2023,Business enterprise sector,0.58,SVK,,123833.2,,718.2325599999999
Finland,Finlandia,2023,Business enterprise sector,2.09,FIN,,272782.0,,5701.1438
Sweden,Suecia,2023,Business enterprise sector,2.65,SWE,p,541184.0,,14341.376
Iceland,Islandia,2023,Business enterprise sector,1.87,ISL,,29092.8,,544.03536
Norway,Noruega,2023,Business enterprise sector,1.05,NOR,p,446533.8,,4688.6049
Serbia,Serbia,2023,Business enterprise sector,0.38,SRB,,75204.0,p,285.7752
European Union - 27 countries (from 2020),Unión Europea (27 países),2013,Government sector,0.26,EUU,e,11595373.5,,30147.9711
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Government sector,0.27,EMU,e,10013381.3,,27036.129510000002
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Government sector,0.27,EMU,e,10058185.2,,27157.10004
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Government sector,0.27,EMU,e,10013381.3,,27036.129510000002
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Government sector,0.27,EMU,e,10058185.2,,27157.10004
Belgium,Bélgica,2013,Government sector,0.2,BEL,,394616.3,,789.2326
Bulgaria,Bulgaria,2013,Government sector,0.19,BGR,,42056.2,,79.90678
Czechia,Chequia,2013,Government sector,0.36,CZE,,160470.0,,577.692
Denmark,Dinamarca,2013,Government sector,0.07,DNK,,259530.9,,181.67163000000002
Germany,Alemania,2013,Government sector,0.41,DEU,d,2867280.0,,11755.847999999998
Estonia,Estonia,2013,Government sector,0.15,EST,,19163.2,,28.7448
Ireland,Irlanda,2013,Government sector,0.07,IRL,,183192.7,,128.23489000000004
Greece,Grecia,2013,Government sector,0.23,GRC,,178113.9,,409.66197
Spain,España,2013,Government sector,0.24,ESP,,1025652.0,,2461.5647999999997
France,Francia,2013,Government sector,0.29,FRA,,2120351.9,,6149.020509999999
Croatia,Croacia,2013,Government sector,0.2,HRV,d,44803.9,,89.60780000000001
Italy,Italia,2013,Government sector,0.18,ITA,,1621260.7,,2918.26926
Cyprus,Chipre,2013,Government sector,0.07,CYP,,18040.3,,12.628210000000001
Latvia,Letonia,2013,Government sector,0.18,LVA,,21997.0,,39.5946
Lithuania,Lituania,2013,Government sector,0.19,LTU,,34874.0,,66.2606
Luxembourg,Luxemburgo,2013,Government sector,0.36,LUX,,49094.5,,176.7402
Hungary,Hungría,2013,Government sector,0.21,HUN,d,102210.9,,214.64288999999997
Malta,Malta,2013,Government sector,0.07,MLT,,8129.4,,5.690580000000001
Netherlands,Países Bajos,2013,Government sector,0.13,NLD,bd,665567.0,,865.2370999999999
Austria,Austria,2013,Government sector,0.13,AUT,,321191.7,,417.54921
Poland,Polonia,2013,Government sector,0.24,POL,,390177.0,,936.4247999999999
Portugal,Portugal,2013,Government sector,0.09,PRT,,170675.6,,153.60804
Romania,Rumanía,2013,Government sector,0.19,ROU,,142936.0,,271.5784
Slovenia,Eslovenia,2013,Government sector,0.34,SVN,,36041.3,,122.54042000000001
Slovakia,Eslovaquia,2013,Government sector,0.17,SVK,d,74642.7,,126.89259
Finland,Finlandia,2013,Government sector,0.29,FIN,,203497.0,,590.1413
Sweden,Suecia,2013,Government sector,0.12,SWE,e,439807.4,,527.76888
Iceland,Islandia,2013,Government sector,0.12,ISL,b,12132.9,,14.559479999999999
Norway,Noruega,2013,Government sector,0.26,NOR,,395856.8,,1029.22768
United Kingdom,Reino Unido,2013,Government sector,0.13,GBR,,2096338.0,,2725.2394
Bosnia and Herzegovina,Bosnia y Herzegovina,2013,Government sector,0.02,BIH,,13691.8,,2.73836
Montenegro,Montenegro,2013,Government sector,0.06,MNE,d,3362.5,,2.0174999999999996
Serbia,Serbia,2013,Government sector,0.22,SRB,,37978.2,,83.55204
Türkiye,Turquía,2013,Government sector,0.08,TUR,,719726.6,,575.78128
European Union - 27 countries (from 2020),Unión Europea (27 países),2014,Government sector,0.26,EUU,e,11868132.2,,30857.143719999996
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Government sector,0.27,EMU,e,10254975.4,,27688.43358
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Government sector,0.27,EMU,e,10299260.0,,27808.002
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Government sector,0.27,EMU,e,10254975.4,,27688.43358
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Government sector,0.27,EMU,e,10299260.0,,27808.002
Belgium,Bélgica,2014,Government sector,0.21,BEL,,404958.3,,850.41243
Bulgaria,Bulgaria,2014,Government sector,0.2,BGR,,43024.7,,86.04939999999999
Czechia,Chequia,2014,Government sector,0.37,CZE,,158991.5,,588.26855
Denmark,Dinamarca,2014,Government sector,0.07,DNK,,265635.7,,185.94499000000005
Germany,Alemania,2014,Government sector,0.41,DEU,d,2985170.0,,12239.196999999998
Estonia,Estonia,2014,Government sector,0.15,EST,,20365.6,,30.548399999999997
Ireland,Irlanda,2014,Government sector,0.06,IRL,,200818.3,,120.49097999999998
Greece,Grecia,2014,Government sector,0.23,GRC,,176071.8,,404.96513999999996
Spain,España,2014,Government sector,0.23,ESP,,1038949.0,,2389.5827
France,Francia,2014,Government sector,0.29,FRA,,2153733.1,,6245.82599
Croatia,Croacia,2014,Government sector,0.2,HRV,d,44284.6,,88.5692
Italy,Italia,2014,Government sector,0.18,ITA,,1635870.7,,2944.56726
Cyprus,Chipre,2014,Government sector,0.07,CYP,,17482.8,,12.237960000000001
Latvia,Letonia,2014,Government sector,0.17,LVA,,22790.5,,38.74385
Lithuania,Lituania,2014,Government sector,0.18,LTU,,36410.1,,65.53818
Luxembourg,Luxemburgo,2014,Government sector,0.36,LUX,,51791.3,,186.44868
Hungary,Hungría,2014,Government sector,0.18,HUN,d,106335.3,,191.40354
Malta,Malta,2014,Government sector,0.07,MLT,,8948.5,,6.263950000000001
Netherlands,Países Bajos,2014,Government sector,0.13,NLD,d,678627.0,,882.2151
Austria,Austria,2014,Government sector,0.14,AUT,e,330113.5,,462.1589000000001
Poland,Polonia,2014,Government sector,0.23,POL,,408714.7,,940.04381
Portugal,Portugal,2014,Government sector,0.08,PRT,,173186.7,,138.54936
Romania,Rumanía,2014,Government sector,0.16,ROU,,150528.8,,240.84608
Slovenia,Eslovenia,2014,Government sector,0.29,SVN,,37270.9,,108.08561
Slovakia,Eslovaquia,2014,Government sector,0.25,SVK,d,76562.3,,191.40575
Finland,Finlandia,2014,Government sector,0.27,FIN,,205855.0,,555.8085
Sweden,Suecia,2014,Government sector,0.12,SWE,e,435641.4,,522.76968
Iceland,Islandia,2014,Government sector,0.12,ISL,,13472.6,,16.16712
Norway,Noruega,2014,Government sector,0.26,NOR,,378456.4,,983.98664
Switzerland,Suiza,2014,Government sector,0.03,CHE,,548014.5,,164.40435
