STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,coop_ptn,Cooperation partners,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MK,North Macedonia,2019,,0.49,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MK,North Macedonia,2020,,0.49,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MK,North Macedonia,2021,,2.57,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MK,North Macedonia,2022,,1.64,,b,break in time series,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MK,North Macedonia,2023,,2.19,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2004,,19.94,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2005,,17.34,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2006,,37.01,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2007,,66.39,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2008,,65.96,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2009,,147.89,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2010,,74.79,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2011,,72.07,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2012,,57.14,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2013,,101.23,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2014,,143.03,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2015,,211.61,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2016,,162.82,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2017,,147.72,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2018,,105.4,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2019,,115.1,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2020,,122.22,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2021,,108.08,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2022,,135.57,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2023,,86.84,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,MT,Malta,2024,,110.04,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2004,,428.34,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2005,,477.89,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2006,,450.27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2007,,434.51,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2008,,447.54,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2009,,404.96,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2010,,359.01,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2011,,337.09,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2012,,302.42,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2013,,348.25,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2014,,407.59,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2015,,421.91,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2016,,402.82,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2017,,411.12,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2018,,414.48,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2019,,400.24,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2020,,366.14,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2021,,375.18,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2022,,383.94,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2023,,394.76,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NL,Netherlands,2024,,393.14,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2009,,98.37,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2010,,104.11,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2011,,94.29,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2012,,110.59,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2013,,100.21,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2014,,102.97,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2015,,98.27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2016,,99.89,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2017,,100.63,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2018,,114.84,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2019,,120.8,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2020,,121.21,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2021,,116.31,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2022,,120.4,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2023,,126.83,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,NO,Norway,2024,,147.21,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2004,,2.44,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2005,,2.91,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2006,,3.33,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2007,,2.73,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2008,,4.44,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2009,,4.57,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2010,,5.39,,b,break in time series,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2011,,6.47,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2012,,10.07,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2013,,9.78,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2014,,12.69,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2015,,14.91,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2016,,10.36,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2017,,11.75,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2018,,13.67,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2019,,12.2,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2020,,12.75,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2021,,14.12,,b,break in time series,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2022,,16.49,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2023,,18.24,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PL,Poland,2024,,18.9,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2004,,4.97,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2005,,3.91,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2006,,7.51,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2007,,6.74,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2008,,8.06,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2009,,10.7,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2010,,7.67,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2011,,7.67,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2012,,7.22,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2013,,9.08,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2014,,10.85,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2015,,13.59,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2016,,15.16,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2017,,14.51,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2018,,21.39,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2019,,26.27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2020,,24.17,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2021,,27.87,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2022,,29.81,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2023,,31.3,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,PT,Portugal,2024,,32.62,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2004,,0.52,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2005,,0.38,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2006,,0.76,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2007,,0.77,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2008,,0.88,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2009,,0.79,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2010,,0.7,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2011,,1,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2012,,1.75,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2013,,1.66,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2014,,1.41,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2015,,1.52,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2016,,1.58,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2017,,2.66,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2018,,2.57,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2019,,2.07,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2020,,2.86,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2021,,1.63,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2022,,2.42,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2023,,2.21,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RO,Romania,2024,,3.31,,e,estimated,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2009,,0.55,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2010,,1.1,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2011,,0.83,,b,break in time series,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2012,,0.7,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2013,,1.54,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2014,,1.55,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2015,,0.57,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,RS,Serbia,2016,,0.15,,,,,
