STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,prof_pos,Professional position,sex,Sex,sectperf,Sector of performance,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EE,Estonia,2020,,0.43,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EE,Estonia,2021,,0.44,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EE,Estonia,2022,,0.44,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EE,Estonia,2023,,0.47,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2012,,0.43,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2013,,0.49,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2014,,0.51,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2015,,0.58,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2016,,0.43,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2017,,0.47,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2018,,0.5,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2019,,0.54,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2020,,0.63,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2021,,0.63,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2022,,0.7,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EL,Greece,2023,,0.73,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2012,,0.33,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2013,,0.33,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2014,,0.32,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2015,,0.32,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2016,,0.33,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2017,,0.35,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2018,,0.36,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2019,,0.36,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2020,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2021,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2022,,0.4,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,ES,Spain,2023,,0.42,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2012,,0.34,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2013,,0.34,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2014,,0.34,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2015,,0.35,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2016,,0.36,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2017,,0.37,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2018,,0.37,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2019,,0.38,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2020,,0.4,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2021,,0.41,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2022,,0.42,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,EU27_2020,European Union - 27 countries (from 2020),2023,,0.42,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2012,,0.62,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2013,,0.61,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2014,,0.62,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2015,,0.6,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2016,,0.59,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2017,,0.61,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2018,,0.62,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2019,,0.64,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2020,,0.65,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2021,,0.63,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2022,,0.67,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FI,Finland,2023,,0.69,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2012,,0.37,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2013,,0.37,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2014,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2015,,0.4,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2016,,0.41,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2017,,0.41,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2018,,0.41,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2019,,0.41,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2020,,0.45,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2021,,0.45,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2022,,0.45,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,FR,France,2023,,0.46,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2012,,0.24,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2013,,0.25,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2014,,0.23,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2015,,0.26,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2016,,0.31,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2017,,0.31,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2018,,0.32,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2019,,0.36,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2020,,0.37,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2021,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2022,,0.35,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HR,Croatia,2023,,0.37,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2012,,0.18,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2013,,0.18,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2014,,0.18,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2015,,0.17,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2016,,0.16,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2017,,0.18,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2018,,0.28,,b,break in time series,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2019,,0.3,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2020,,0.31,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2021,,0.3,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2022,,0.33,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,HU,Hungary,2023,,0.29,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2012,,0.6,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2013,,0.64,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2014,,0.68,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2015,,0.57,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2016,,0.67,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2017,,0.58,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2018,,0.47,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2019,,0.51,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2020,,0.57,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2021,,0.57,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2022,,0.61,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IE,Ireland,2023,,0.58,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2013,,0.69,,b,break in time series,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2014,,0.69,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2017,,0.58,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2018,,0.52,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2021,,0.62,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2022,,0.59,,u,low reliability,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IS,Iceland,2023,,0.55,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,HES,Higher education sector,IT,Italy,2012,,0.31,,,,,
