STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,prof_pos,Professional position,unit,Unit of measure,sectperf,Sector of performance,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,MT,Malta,2021,,530,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,MT,Malta,2022,,546,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,MT,Malta,2023,,581,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2012,,20989.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2013,,21216,,b,break in time series,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2014,,21921,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2015,,22342,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2016,,22244,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2017,,22788,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2018,,23029,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2019,,23806,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2020,,25222,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2021,,26732,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2022,,26955,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NL,Netherlands,2023,,28598,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2012,,9855,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2013,,10054,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2014,,10296,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2015,,10976,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2016,,11795,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2017,,12538,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2018,,13051,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2019,,13836,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2020,,13235,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2021,,14646,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2022,,14611,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,NO,Norway,2023,,13993.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2012,,38151.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2013,,37166.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2014,,39695.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2015,,40125.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2016,,44414.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2017,,56396.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2018,,57048.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2019,,59947.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2020,,57531.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2021,,59457.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2022,,58556,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PL,Poland,2023,,58321.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2012,,23824.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2013,,25760.1,,b,break in time series,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2014,,24977.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2015,,25043.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2016,,26105.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2017,,27562.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2018,,28830.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2019,,28812.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2020,,28739.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2021,,28846.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2022,,29766.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,PT,Portugal,2023,,31073.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2012,,6591,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2013,,6578,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2014,,6378,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2015,,6480,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2016,,6314,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2017,,6413,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2018,,5832,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2019,,5773,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2020,,6375,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2021,,6078,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2022,,6317,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RO,Romania,2023,,6475,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2012,,8482,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2013,,8870.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2014,,8727.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2015,,10196,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2016,,10028.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2017,,10013.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2018,,10281.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2019,,9908.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2020,,10090.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2021,,10178,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2022,,10818,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RS,Serbia,2023,,11148,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2012,,87259,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2013,,89085,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2014,,91501,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2015,,92503,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2017,,75977,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2018,,80678,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,RU,Russia,2019,,82749,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2012,,16561,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2013,,18401,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2014,,19616,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2015,,18215,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2016,,19726,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2017,,17501,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2018,,16676,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2019,,19217,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2020,,18571,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2021,,18283.6,,b,break in time series,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2022,,19109,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SE,Sweden,2023,,21251,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2012,,2398,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2013,,2201,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2014,,2180,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2015,,2069,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2016,,1951,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2017,,2020,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2018,,2104.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2019,,2276.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2020,,2274.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2021,,2431.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2022,,2521,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SI,Slovenia,2023,,2831,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2012,,9782.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2013,,9625.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2014,,8959,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2015,,8508.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2016,,8154.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2017,,8745.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2018,,9279,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2019,,9663.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2020,,9894.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2021,,9554.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2022,,9484.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,SK,Slovakia,2023,,9602.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2012,,40800.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2013,,42574.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2014,,41268.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2015,,37909,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2016,,43219,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2017,,47927,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2018,,50941,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2019,,58159,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2020,,65295,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),HES,Higher education sector,TR,Türkiye,2021,,71743,,,,,
